83.54944,34.99250
83.54694,34.94639
83.55500,34.94556
83.55556,34.94556
83.60167,34.93833
83.59833,34.92167
83.59333,34.92167
83.59389,34.91806
83.59722,34.91361
83.59833,34.91306
83.60972,34.91333
83.61056,34.91361
83.62667,34.91000
83.62694,34.91000
83.63000,34.89528
83.64500,34.89139
83.65667,34.87861
83.66167,34.84806
83.66167,34.84750
83.66111,34.84556
83.65222,34.82306
83.65222,34.82250
83.65222,34.82222
83.65806,34.81361
83.66694,34.80667
83.68167,34.80056
83.69611,34.79333
83.70417,34.79111
83.71194,34.79056
83.74306,34.80139
83.78028,34.79278
83.78056,34.81833
83.79639,34.82611
83.79167,34.84333
83.80917,34.85972
83.81222,34.87306
83.80472,34.89611
83.80833,34.90417
83.80917,34.90500
83.81222,34.90889
83.81972,34.91389
83.82028,34.91389
83.84028,34.90944
83.83222,34.89972
83.85639,34.89944
83.85694,34.91222
83.91528,34.92694
83.91806,34.92889
83.91833,34.94278
83.92694,34.95556
83.93583,34.96528
83.94611,34.97083
83.94639,34.97278
83.93667,34.98750
83.75000,34.98778
83.62000,34.98667
83.62028,34.99222
83.61083,34.99222
83.55472,34.99250
